Base,Date,Timestamp,WST,IRR,TZS,VED,PLN,BRL,RSD,NGN,SSP,SDG,CNY,ANG,MOP,XOF,COU,CZK,LAK,MKD,IQD,SZL,AZN,MXV,SBD,AOA,EUR,GBP,XDR,CUC,LYD,SOS,SEK,HRK,BND,ZMW,BIF,HTG,XCD,HKD,USN,UYU,CHW,BSD,KMF,MDL,PEN,MGA,MVR,KWD,ALL,MNT,CLP,SRD,CLF,COP,HNL,OMR,CRC,UZS,SGD,NAD,ERN,ZAR,PKR,KHR,KZT,GIP,BAM,MUR,PAB,HUF,ILS,BMD,XSU,DJF,BOB,MWK,FKP,RON,YER,VUV,GTQ,PHP,FJD,PYG,BYN,CHF,GNF,AED,VND,RUB,LSL,MRU,KPW,CAD,LKR,CHE,SAR,SYP,XUA,JMD,UGX,NOK,MXN,NIO,UYI,NPR,BGN,ETB,ZWL,BZD,CDF,INR,AUD,RWF,XPF,KYD,ISK,DOP,QAR,KRW,BWP,BBD,SLL,JPY,DZD,THB,GYD,KGS,TOP,IDR,GEL,JOD,DKK,CVE,BDT,SVC,KES,EGP,GMD,LBP,BTN,CUP,ARS,UAH,AFN,AMD,VEF,NZD,MZN,TJS,MAD,TRY,PGK,SHP,TMT,TWD,AWG,TND,TTD,GHS,USD,BHD,LRD,MMK,XAF,STN,MYR,SCR,BOV
EUR,2019-07-07,2019-07-07 23:59:59,20.093037,1336.013644,1.122701,3.695369,128.97081,55.826313,386.030516,0.423239,4.642931,9.217934,8.644851,27.786842,9.823269,8.753303,11.212977,,1866.554976,94.86371,1.122701,,2984.885767,3.034155,1.91419,,8.373161,1.949738,1.122644,3602.184686,0.812555,1.516488,653.939568,1.468105,117.709514,2579.293908,40.19037,121.841079,1689.100468,,2.263142,,404.172119,,76.84893,9997.6482,1,122.818713,,199.52646,2.968851,3.240619,2.297438,28.820841,4.726003,767.921534,15810.991722,7.596473,1.569797,2.414256,0.027831,324.078542,1319.195476,2.266845,133.657825,21.342423,2.554814,10.593015,4153.935794,4052.949245,4.123725,848.784046,15.919858,109.885994,61.591074,147.949649,,1.693319,,281.122538,7.757917,7.739447,76.85334,654.534587,89.984964,141.695625,653.979418,,578.190755,9733.813435,32.674536,1.122701,1703.754627,197.751881,7.46293,11.930946,26088.753826,115.190848,535.539601,7.40051,176.148568,15.359107,1.113049,222.294776,10370.945869,15.919751,4.287932,78.177678,1.956191,234.88022,1.608043,15.920308,25.505064,0.935603,2.020861,29.751564,119.736281,71.58567,0.432234,105.413682,14.342472,4.0132,0.894843,493.205006,18.667707,1024.464244,6.448938,,17.34583,6924.311702,0.894843,361.509575,4569.391277,57.63829,653.517782,0.795997,0.896381,47271.306331,1010.5173,0.341418,9632.77116,1.482974,15.953802,10.596043,,50.646146,121.789455,2071.382498,57.229673,6.074269,4.210461,37.611861,,4.087808,46.925398,431.375121,9.671954,10.779329,1.526754,69.832379,35.010301,3.929452,3.13795,4.251836,16.840311,39.530122,3.800345,1.122644,9.012476,34.567659,2.105072
EUR,2019-07-08,2019-07-08 23:59:59,20.020529,1334.66455,1.121567,3.691417,128.963672,55.769875,387.421675,0.422769,4.638235,9.200718,8.636008,27.674674,9.813483,8.747268,11.201653,,1865.723797,94.767893,1.121567,,2984.161552,3.031091,1.912306,,8.364684,1.955901,1.121511,3602.697032,0.812173,1.519161,655.981975,1.46955,117.696958,2577.024424,40.426886,121.81525,1691.267189,,2.260687,,403.763957,,77.247913,9987.552781,1,123.108767,,199.32466,2.95966,3.240191,2.301063,28.791733,4.723037,771.503518,15916.155151,7.588802,1.569881,2.416754,0.02796,324.839258,1323.420843,2.2645,133.746612,21.239818,2.559866,10.576544,4146.37616,4093.718993,4.119741,847.797982,16.147365,109.775041,61.554921,147.799512,,1.692394,,280.784614,7.750083,7.718512,77.004718,652.751757,90.054799,141.90083,654.994642,,577.607351,9735.199846,32.244786,1.121567,1689.135563,197.552507,7.461548,11.918914,26062.409649,115.117583,534.874187,7.394937,177.207092,15.317797,1.115107,222.640379,10352.061999,15.847948,4.264981,78.188129,1.956062,234.687588,1.608778,15.847528,25.519351,0.934781,2.019942,29.721521,119.681807,71.431586,0.431786,105.314562,14.215296,4.005005,0.893866,491.939709,18.628662,1023.990533,6.430437,,17.328137,6891.636124,0.893866,361.144526,4570.384492,57.676558,653.110937,0.795206,0.89616,47223.572341,1009.493629,0.341293,9645.475202,1.481482,15.908473,10.613269,,50.59668,121.942371,2070.412403,57.171844,6.068283,4.206156,37.432306,,4.084466,46.887064,430.939638,9.691344,10.772091,1.525216,69.6826,34.990632,3.9367,3.190832,4.256626,16.823103,39.490074,3.793697,1.121511,9.010051,34.555914,2.102881
EUR,2019-07-09,2019-07-09 23:59:59,20.031989,1333.486301,1.120577,3.692323,128.889199,55.939249,387.639427,0.422441,4.641208,9.197525,8.626256,27.655596,9.806783,8.750639,11.191759,,1865.760339,94.684245,1.120577,,2982.201439,3.028414,1.91057,,8.357272,1.956539,1.120521,3606.015896,0.812138,1.517765,656.198406,1.471037,117.694667,2576.432214,40.309946,121.803332,1690.557806,,2.258915,,403.407313,,77.067678,9973.133137,1,122.904873,,199.148839,2.96193,3.244632,2.297517,28.766284,4.72839,771.287348,15957.01254,7.582102,1.574423,2.420838,0.027953,325.572326,1325.059529,2.262781,133.920503,21.473567,2.559341,10.567879,4137.44961,4073.296064,4.116105,847.049538,15.890149,109.678132,61.597549,147.669506,,1.697713,,280.046528,7.743241,7.719985,76.871906,655.537295,90.805372,141.898285,652.727981,,577.096923,9727.726329,31.045553,1.120577,1690.781651,197.378466,7.464831,11.908352,26039.401608,115.261876,534.514566,7.393575,177.050748,15.306522,1.113461,222.714607,10351.324997,15.890056,4.258745,78.203029,1.955972,234.026875,1.618168,15.889988,25.558454,0.933955,2.018159,29.695283,119.817679,71.546806,0.431411,105.267539,14.103604,3.997081,0.893077,492.606827,18.613913,1019.724818,6.419582,,17.313133,6891.82728,0.893077,360.825706,4570.270293,57.653788,652.024369,0.794481,0.899486,47181.883095,1008.596624,0.340988,9634.718765,1.480169,15.898853,10.614548,,50.554798,122.063351,2068.584631,57.121376,6.062275,4.202667,37.432848,,4.079981,46.845733,430.559038,9.694335,10.739267,1.52634,69.671855,34.899221,3.933224,3.188055,4.269902,16.808895,39.455782,3.776714,1.120521,9.015208,34.558067,2.04466
EUR,2019-07-10,2019-07-10 23:59:59,20.123843,1339.750626,1.125841,3.698347,129.494172,55.982476,389.46044,0.424481,4.65265,9.278899,8.646349,27.813855,9.851277,8.800079,11.244337,,1874.524736,95.129007,1.125841,,2994.984428,3.042641,1.919523,,8.396472,1.963019,1.125785,3609.445805,0.813814,1.517972,658.380772,1.471885,117.717762,2586.056705,40.251621,122.069275,1702.777631,,2.269354,,405.302283,,76.982299,10019.983386,1,123.510399,,200.084492,2.95744,3.259873,2.301162,28.90146,4.732925,772.377483,15948.098736,7.617721,1.581793,2.412396,0.027992,325.727853,1323.600425,2.273185,134.245354,21.552529,2.574915,10.616172,4150.864532,4086.802061,4.135446,851.028705,16.210623,110.193368,61.884656,148.363106,,1.694374,,281.345139,7.779617,7.738132,76.976822,659.743165,90.348509,141.900904,655.803028,,579.80848,9772.29883,32.750534,1.125841,1700.8643,198.306062,7.464984,11.964319,26161.72704,115.905597,536.564224,7.394068,177.883281,15.378429,1.112444,223.760623,10399.962279,15.964789,4.226238,78.633569,1.955979,235.430206,1.617603,15.964427,25.582933,0.938253,2.027639,29.834783,120.380533,71.097937,0.433432,105.729407,14.12874,4.000608,0.894683,494.909487,18.709789,1024.515185,6.403309,,17.394745,6875.394059,0.894683,362.520759,4593.430574,57.862031,654.923713,0.798188,0.900138,47403.529488,1013.342268,0.342596,9668.721521,1.487119,15.750067,10.597881,,50.789494,121.97135,2078.302232,57.389711,6.090436,4.222297,37.659219,,4.100031,47.110806,432.581607,9.657918,10.761123,1.528665,69.98793,34.98044,3.940443,3.214289,4.264516,16.887633,39.640825,3.786216,1.125785,9.063465,34.551784,2.003598
EUR,2019-07-11,2019-07-11 23:59:59,20.018003,1338.732572,1.124985,3.695601,129.891564,55.939905,389.164497,0.42408,4.632126,9.269147,8.6337,27.78729,9.840078,8.799804,11.235792,,1875.35085,95.056724,1.124985,,2990.613928,3.040329,1.918096,,8.390117,1.951344,1.124929,3613.677957,0.813308,1.516815,654.437941,1.47017,117.68496,2584.091093,40.329034,121.611805,1700.865206,,2.266677,,404.995191,,77.278054,10040.494205,1,122.98364,,199.932153,2.957949,3.245639,2.286702,28.879506,4.733042,765.968978,15893.793092,7.611932,1.569345,2.420462,0.02776,325.998188,1320.963446,2.270614,134.094135,21.453235,2.568226,10.61103,4152.87498,4078.071886,4.132298,874.675352,15.715987,110.109631,61.486024,148.250466,,1.68844,,281.639849,7.773705,7.728872,77.133946,654.741768,90.222636,141.905359,656.991485,,579.367554,9765.998069,32.681028,1.124985,1696.477649,198.155092,7.466869,11.95524,26141.847181,115.755364,536.550675,7.393744,178.028919,15.366734,1.114518,223.871938,10389.240371,15.71638,4.225787,78.420366,1.954999,234.952927,1.613532,15.716239,25.600504,0.937124,2.026099,29.812112,119.7101,70.683623,0.433125,105.624763,14.041258,3.994825,0.894374,492.179114,18.669115,1029.3616,6.4034,,17.324242,6807.524699,0.894374,362.245285,4591.06493,57.73481,654.150822,0.79763,0.898415,47367.508439,1012.572869,0.342333,9663.624112,1.485989,15.70744,10.557089,,50.732901,122.164975,2076.722965,57.346155,6.086439,4.219202,37.631023,,4.095791,46.914176,432.252475,9.611984,10.7705,1.527292,69.962628,34.847564,3.948699,3.206245,4.266731,16.874667,39.610995,3.791149,1.124929,9.059676,34.593575,2.001742
EUR,2019-07-12,2019-07-12 23:59:59,20.00768,1343.213667,1.128751,3.715063,129.406865,56.127188,390.467138,0.425573,4.642597,9.338726,8.666216,27.874551,9.877366,8.832195,11.273405,,1879.370791,95.374989,1.128751,,2984.153977,3.050506,1.924567,,8.418268,1.961036,1.128695,3625.7739,0.815898,1.524435,657.727274,1.473416,117.864599,2596.127634,40.464034,122.248234,1705.260972,,2.27528,,406.350741,,77.38751,10102.321659,1,123.63252,,200.602069,3.005431,3.258747,2.297517,28.976209,4.73854,767.336651,15780.559522,7.637412,1.584501,2.420212,0.027809,326.412646,1328.895505,2.279174,134.513698,21.433067,2.573895,10.644179,4170.851846,4088.904669,4.14602,853.228554,15.802902,110.4782,61.6908,148.747239,,1.685959,,282.530431,7.799726,7.766714,77.391568,658.062197,90.643209,142.114056,659.759087,,581.307136,9800.384658,32.790659,1.128751,1706.337123,198.818629,7.478021,11.995283,26229.350912,116.205348,538.053473,7.404272,178.343041,15.418178,1.110793,225.468439,10418.371952,15.802907,4.219727,78.530935,1.958778,236.162969,1.607685,15.802895,25.62649,0.940713,2.031752,29.911901,120.216043,71.168921,0.434613,106.02302,14.081737,4.013053,0.89782,494.336925,18.729934,1031.678396,6.456347,,17.43963,6817.825658,0.89782,363.457817,4608.130166,57.707437,655.065034,0.800329,0.897832,47526.060436,1015.538031,0.343258,9688.070044,1.490972,15.755901,10.57911,,50.921386,121.809207,2082.545559,57.538127,6.106983,4.233325,37.757146,,4.110629,46.877482,433.700421,9.630621,10.789284,1.532171,70.180136,35.050544,3.950628,3.206094,4.276278,16.931669,39.743736,3.820866,1.128695,9.095081,34.871676,2.009294
EUR,2019-07-13,2019-07-13 23:59:59,20.00768,1343.213667,1.128751,3.715063,129.264559,56.127188,390.467138,0.425573,4.642597,9.338726,8.666216,27.874551,9.877366,8.832195,11.273405,,1879.370791,95.374989,1.128751,,2981.595715,3.050506,1.924567,,8.418268,1.961036,1.128695,3625.7739,0.816008,1.524435,657.727274,1.473416,117.864599,2596.127634,40.464034,122.248234,1705.260972,,2.27528,,406.350741,,77.38751,10102.321659,1,123.63252,,200.602069,3.00599,3.258747,2.297517,28.976209,4.73854,767.336651,15780.559522,7.637412,1.584501,2.420212,0.027809,326.412646,1328.895505,2.279174,134.513698,21.433067,2.573895,10.644179,4170.851846,4088.904669,4.14602,853.228554,15.802902,110.4782,61.6908,148.747239,,1.685959,,282.530431,7.799726,7.766714,77.401166,658.062197,90.643209,142.114056,659.759087,,581.307136,9800.384658,32.790659,1.128751,1706.337123,198.818629,7.478021,11.995283,26229.350912,116.205348,538.053473,7.404272,178.343041,15.418178,1.110793,225.468439,10418.371952,15.802907,4.219727,78.530935,1.958778,236.162969,1.607685,15.802895,25.62649,0.940713,2.031752,29.911901,120.216043,71.168921,0.434613,106.02302,14.081737,4.013053,0.89782,494.336925,18.729934,1031.678396,6.456347,,17.43963,6817.825658,0.89782,363.457817,4608.130166,57.707437,655.065034,0.800329,0.897832,47526.060436,1015.472093,0.343258,9688.070044,1.490972,15.755901,10.57911,,50.921386,121.809207,2082.545559,57.538127,6.106983,4.233325,37.757146,,4.110629,46.877482,433.700421,9.630621,10.789284,1.532171,70.180136,35.050544,3.950628,3.206094,4.276278,16.931669,39.743736,3.820866,1.128695,9.095081,34.871676,2.009294
EUR,2019-07-14,2019-07-14 23:59:59,19.979376,1341.313697,1.127154,3.709802,130.02252,56.047734,389.914818,0.424971,4.635875,9.325515,8.653953,27.835095,9.863393,8.820439,11.257455,,1876.71193,95.240058,1.127154,,2994.58042,3.046191,1.921841,,8.406289,1.958262,1.127098,3620.645259,0.813975,1.522278,656.791689,1.469303,117.69706,2592.455423,40.408707,122.068615,1702.848155,,2.272061,,405.775793,,77.27804,10088.031726,1,123.457014,,200.317759,2.974385,3.254097,2.294267,28.935194,4.740416,766.256449,15788.051226,7.626608,1.580096,2.416788,0.02777,325.630395,1327.122433,2.27595,134.322976,21.406307,2.57025,10.629122,4164.943,4083.110269,4.139959,852.021644,15.780485,110.321923,61.603516,148.536986,,1.683822,,282.124049,7.788693,7.755725,77.292762,657.130845,90.579894,141.896991,658.825236,,580.484869,9786.516236,32.743843,1.127154,1703.918767,198.53743,7.466778,11.978267,26192.249615,116.040303,537.292059,7.393794,178.090163,15.396368,1.109348,225.149329,10403.634797,15.77998,4.210936,78.419847,1.956007,235.828858,1.606217,15.779992,25.582591,0.939381,2.028878,29.869591,120.038127,71.174385,0.433981,105.87305,14.061812,4.007369,0.89655,493.637725,18.726558,1030.219092,6.457648,,17.414964,6808.181706,0.89655,362.943707,4601.607986,57.619726,654.138423,0.799147,0.896612,47458.834983,1014.532591,0.34277,9674.366088,1.488859,15.749505,10.559329,,50.849283,121.548385,2079.599808,57.456674,6.097863,4.22762,37.70308,,4.104814,46.876211,433.086686,9.620893,10.77402,1.530897,70.080838,35.017262,3.94504,3.201455,4.269604,16.907218,39.687225,3.815412,1.127098,9.082215,34.84076,2.006454
EUR,2019-07-15,2019-07-15 23:59:59,19.927032,1340.104474,1.126138,3.697676,130.024063,56.098571,389.563296,0.424605,4.620881,9.284446,8.647109,27.759441,9.855005,8.814228,11.247307,,1876.14672,95.10464,1.126138,,2993.357432,3.043445,1.920059,,8.398779,1.95323,1.1258,3592.94397,0.813691,1.520794,655.097523,1.469425,117.704368,2592.818845,40.371695,121.988989,1701.820113,,2.270304,,405.409866,,77.430451,10078.936929,1,123.447441,,200.137249,2.948012,3.232523,2.282672,29.018325,4.731357,764.97591,15675.843931,7.632232,1.570727,2.410443,0.027724,325.397676,1328.20103,2.274067,134.156757,21.375216,2.564447,10.626972,4159.45397,4073.806596,4.136531,861.951854,15.640622,110.250622,61.560914,149.855527,,1.674928,,281.929003,7.77773,7.745463,77.204416,656.538921,90.260059,141.7017,657.664739,,579.961386,9774.879145,32.658216,1.126138,1698.770257,197.896532,7.466969,11.919016,26128.09576,116.110468,536.807568,7.392424,179.641909,15.383396,1.108461,226.353731,10402.698353,15.630427,4.228877,78.342091,1.95582,235.638798,1.599702,15.652712,25.591602,0.938563,2.028175,29.842663,119.866189,70.587922,0.433574,105.790577,14.084602,3.985513,0.897673,492.122674,18.706291,1030.416465,6.431828,,17.225724,6769.101444,0.897673,362.616506,4597.455658,57.546226,653.075734,0.798419,0.899655,47416.049077,1013.617612,0.34274,9687.588933,1.487518,15.659126,10.528244,,50.809674,121.503523,2078.851142,57.202225,6.02442,4.223638,37.720046,,4.099988,47.757251,431.288571,9.614591,10.759685,1.527263,69.961332,34.906874,3.952745,3.203891,4.261701,16.891971,39.583786,3.823202,1.125575,9.079546,34.785841,2.004749
EUR,2019-07-16,2019-07-16 23:59:59,19.829355,1334.215248,1.121189,3.684232,128.803502,55.948205,387.851323,0.42275,4.605618,9.24364,8.609669,27.44167,9.81298,8.765278,11.19788,,1867.901645,94.714731,1.121189,,2984.568117,3.03007,1.911663,,8.361866,1.954177,1.121077,3588.366302,0.812133,1.51411,655.413361,1.467289,117.691095,2577.276883,40.272688,121.962833,1694.397092,,2.260486,,405.657277,,77.25549,10079.491738,1,123.022488,,199.257123,2.945791,3.243038,2.279322,29.085922,4.72985,764.779998,15710.664838,7.600934,1.565067,2.405513,0.027716,326.086868,1321.74762,2.264242,133.662567,21.41987,2.547959,10.57517,4138.091063,4097.666684,4.118356,858.152609,15.587253,110.60589,61.275799,151.428054,,1.673095,,280.689501,7.746016,7.709631,77.021986,655.402791,89.920356,141.726765,650.290061,,577.412546,9793.916405,32.354204,1.121189,1695.630857,197.048902,7.467515,11.866681,26012.712571,115.683878,534.516057,7.390425,178.830639,15.312642,1.107741,225.359317,10356.980951,15.562078,4.225429,77.996986,1.955915,234.300545,1.598137,15.554262,25.589013,0.934517,2.019262,29.711516,119.546816,70.633582,0.431568,105.460174,14.035019,3.977309,0.902776,489.959732,18.641989,1025.888195,6.407823,,17.154702,6726.519062,0.902776,361.02295,4574.230954,57.119547,645.933942,0.794942,0.903393,47207.674744,1009.162376,0.341346,9623.727121,1.480981,15.647657,10.528861,,50.588621,121.319436,2075.321364,57.181159,6.015166,4.204404,36.961679,,4.08197,47.85464,429.909001,9.613971,10.731574,1.522683,69.581412,34.777008,3.924162,3.189808,4.256539,16.818158,39.36457,3.809574,1.121077,9.029554,34.677785,1.995997
EUR,2019-07-17,2019-07-17 23:59:59,19.785032,1336.030166,1.122714,3.689012,128.977713,56.006637,389.082854,0.423083,4.616153,9.324986,8.606841,27.764462,9.82493,8.773828,11.21311,,1869.319492,94.892015,1.122714,,2988.982654,3.034192,1.914249,,8.373221,1.957339,1.123051,3575.845444,0.812566,1.516394,656.552303,1.465575,117.694428,2581.120589,40.328347,122.146962,1700.518932,,2.263336,,404.177253,,77.238243,10104.429291,1,123.728747,,199.528756,2.955024,3.213438,2.27883,29.144563,4.730333,765.800264,15748.315241,7.613183,1.577444,2.405697,0.027753,326.563537,1324.45512,2.267266,133.833227,21.413417,2.553724,10.587141,4145.061817,4061.421762,4.12395,857.478725,15.684775,110.052397,61.370375,151.498815,,1.667557,,280.959242,7.760483,7.71732,77.23853,664.022534,90.09794,141.315873,652.297199,,578.197773,9745.160915,32.558379,1.122714,1695.467211,197.238505,7.467286,11.878174,26049.781448,115.695914,534.917053,7.390548,179.213231,15.335717,1.107892,225.665191,10362.653903,15.684211,4.22511,78.175952,1.9558,234.428381,1.601775,15.684268,25.616185,0.935659,2.020886,29.751932,119.70946,70.660504,0.432228,105.646867,14.141691,3.976321,0.905178,492.254479,18.648396,1028.406413,6.381522,,17.286384,6713.603794,0.905178,361.514046,4580.67531,57.311766,644.612089,0.795939,0.902994,47271.890564,1010.535585,0.341833,9660.95734,1.482999,15.731139,10.513439,,50.649018,121.188011,2077.021686,57.050678,6.013486,4.211021,37.644263,,4.08783,47.716484,431.04381,9.640184,10.734832,1.527563,69.591431,34.822098,3.9295,3.211185,4.262891,16.841175,39.429309,3.811653,1.123051,9.037737,34.698595,1.998713
EUR,2019-07-18,2019-07-18 23:59:59,19.792008,1340.07531,1.126114,3.700971,128.905488,56.17615,390.260902,0.424494,4.625623,9.314481,8.636448,27.815605,9.852258,8.800995,11.247061,,1877.231804,95.156735,1.126114,,2998.231569,3.043378,1.920031,,8.39855,1.964224,1.12617,3575.974073,0.81373,1.521037,658.720515,1.468053,117.674604,2590.285011,40.369489,122.644719,1708.145851,,2.269687,,405.400982,,77.544206,10247.63504,1,123.855641,,200.132913,2.93964,3.224908,2.289784,29.232757,4.732835,769.3779,15736.312927,7.632517,1.57948,2.401156,0.027882,325.852544,1319.546168,2.273511,134.2947,21.364287,2.559713,10.619476,4160.596478,4070.901036,4.136442,855.930895,15.675496,110.466683,61.559567,151.395275,,1.661812,,281.810359,7.782065,7.747778,77.468888,666.659366,90.257782,140.708358,653.146066,,579.94841,9774.666996,32.691331,1.126114,1702.064437,197.902996,7.465797,11.918766,26142.504462,116.046209,536.491571,7.387647,179.885125,15.382321,1.106649,226.630532,10402.472663,15.675169,4.187898,78.433918,1.956392,235.363421,1.593519,15.675643,25.55062,0.938329,2.028131,29.842013,120.136142,70.820279,0.433548,105.973491,14.329231,3.988805,0.90258,494.504681,18.712614,1031.520155,6.33281,,17.398148,6781.40029,0.902577,362.608614,4594.543549,57.41491,646.462481,0.798385,0.897935,47415.017785,1013.59786,0.342958,9673.31648,1.487484,15.620884,10.492942,,50.801803,120.950805,2083.310356,57.217671,6.020763,4.223884,37.781556,,4.099899,47.708151,431.920985,9.626803,10.768464,1.527883,69.697549,34.802555,3.952659,3.231799,4.254437,16.89135,39.605267,3.826311,1.12617,9.063019,34.69446,2.004256
EUR,2019-07-19,2019-07-19 23:59:59,19.704114,1336.78576,1.123349,3.689645,127.566974,56.060796,389.30291,0.423542,4.616746,9.283978,8.610754,27.803334,9.830038,8.77173,11.219456,,1873.189492,94.927473,1.123349,,2977.083124,3.035908,1.915357,,8.377982,1.95497,1.123406,3566.072602,0.812131,1.5172,655.703091,1.468611,117.862236,2583.819989,40.270996,122.445496,1704.237558,,2.264392,,404.406163,,77.416863,10250.563459,1,123.580088,,199.642094,2.967952,3.220362,2.274727,28.911685,4.730467,773.205772,15637.023349,7.60502,1.58435,2.403687,0.028022,325.389817,1321.175463,2.268155,134.088644,21.369367,2.545903,10.593751,4146.451471,4058.103851,4.126109,854.745733,15.626214,110.778542,61.410707,150.731453,,1.660816,,281.118591,7.763075,7.730783,77.426919,659.406459,89.984769,140.362938,653.789719,,578.525309,9752.919696,32.588806,1.123349,1695.078474,197.489064,7.475108,11.876096,26114.503002,116.109824,535.253965,7.387936,179.66892,15.345519,1.10286,226.246805,10368.515163,15.626219,4.210543,78.243198,1.958789,234.376051,1.595723,15.626205,25.555866,0.936227,2.022029,29.768759,119.895488,70.799661,0.432501,105.587544,14.351954,3.9761,0.899573,493.010003,18.643152,1011.014441,6.352657,,17.356173,6705.501265,0.899573,361.718501,4585.512557,57.897848,645.705609,0.796499,0.898606,47298.625978,1011.301001,0.341952,9643.396811,1.483837,15.656686,10.54043,,50.678227,121.001623,2078.19635,57.318947,6.010358,4.213239,37.711262,,4.089835,47.558166,430.299409,9.630029,10.775733,1.528209,69.496053,34.875547,3.942956,3.229675,4.256414,16.850643,39.463676,3.813814,1.123406,9.03207,34.592987,2.005296
EUR,2019-07-20,2019-07-20 23:59:59,19.711978,1340.998321,1.123349,3.69324,127.547805,56.060796,389.30291,0.422897,4.616746,9.283978,8.614237,27.499036,9.833969,8.772352,11.219456,,1873.189492,94.935946,1.123349,,2976.873574,3.035908,1.915357,,8.377982,1.955798,1.123782,3570.228995,0.812009,1.527025,655.957813,1.468611,117.755142,2584.827297,40.209734,122.405812,1704.911568,,2.265291,,404.406163,,77.354404,10250.563459,1,123.630259,,199.642094,2.968187,3.220362,2.275625,28.922919,4.730316,773.205772,15637.023349,7.608165,1.570784,2.382568,0.027797,325.412284,1321.287798,2.26911,133.886441,21.369367,2.545903,10.598019,4148.136495,4107.643559,4.126292,855.554545,15.626214,110.270267,61.31807,151.708767,,1.660929,,281.118591,7.765659,7.73112,77.396901,655.957812,90.780157,140.362938,653.789719,,578.525309,9816.220471,32.26653,1.123349,1699.51952,197.569116,7.4723,11.879986,26125.961166,115.933929,535.4,7.380574,179.764028,15.321928,1.102725,226.246805,10257.303574,15.626219,4.205764,78.243198,1.95592,234.471144,1.595213,15.657286,25.570847,0.936598,2.022029,29.768759,119.255179,70.799661,0.431855,105.62971,14.356971,3.9761,0.899573,493.010003,18.643152,1028.802678,6.352657,,17.356173,6708.197304,0.899573,361.718501,4585.291761,57.319468,645.960037,0.796499,0.8985,47298.625978,1011.333863,0.341892,9644.797338,1.483837,15.656686,10.539605,,50.698447,121.012856,2066.682019,57.170063,6.04626,4.20891,37.075066,,4.089835,47.612086,432.718432,9.629805,10.76399,1.528209,69.496053,34.875547,3.942956,3.229675,4.256989,16.850643,39.475063,3.818606,1.123872,9.035717,34.59471,2.006082
EUR,2019-07-21,2019-07-21 23:59:59,19.68466,1339.140314,1.121793,3.688119,128.730826,55.983117,388.76351,0.42231,4.612362,9.271113,8.602301,27.460934,9.820344,8.758903,11.203909,,1870.593957,94.804403,1.121793,,2986.440714,3.031701,1.912669,,8.36639,1.953054,1.122225,3565.282299,0.811673,1.524909,655.04813,1.464445,117.591954,2581.245281,40.149192,122.236176,1702.520087,,2.262151,,405.988305,,77.224001,10236.360644,1,123.458914,,199.365273,2.94584,3.2159,2.272472,28.882815,4.723537,772.128963,15646.767828,7.597623,1.568606,2.379267,0.027983,325.395123,1319.351587,2.265966,133.700857,21.345028,2.542375,10.583334,4142.388123,4101.951122,4.120244,854.368251,15.603956,110.117444,61.233045,151.497896,,1.659469,,280.728566,7.754898,7.720291,77.225782,655.048848,90.654335,140.403194,652.88307,,577.723438,9802.619892,32.221816,1.121793,1697.15842,197.295337,7.465647,11.863523,26089.762599,115.765742,534.657272,7.370348,179.514937,15.300697,1.102621,225.937572,10243.09139,15.60462,4.203808,78.134786,1.953209,234.146252,1.592835,15.635586,25.542891,0.9353,2.019227,29.727513,119.089593,70.685516,0.431256,105.483306,14.337076,3.970589,0.898326,492.326879,18.637486,1027.377231,6.343518,,17.331873,6698.893503,0.898326,361.217326,4578.931895,57.300825,645.064446,0.795334,0.89657,47233.091844,1009.700673,0.341418,9631.433464,1.481777,15.623664,10.531279,,50.628201,120.946103,2063.818548,57.090846,6.037883,4.207677,37.023638,,4.084168,47.613937,432.116577,9.618142,10.749076,1.526154,69.399681,34.828242,3.937493,3.22515,4.251303,16.826741,39.420361,3.813308,1.122315,9.023198,34.640886,2.003296
